출전시간,평점,득점,도움,슈팅,유효슈팅,블락된 슈팅,벗어난 슈팅,PA내슈팅,PA외슈팅,오프사이드,프리킥,코너킥,스로인,드리블 성공,드리블 성공률(%),Ishome,경합(지상)성공,경합(지상)성공률(%),경합(공중)성공,경합(공중)성공률(%),태클성공,태클성공률(%),클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장,패스성공,패스성공률(%),키패스,공격진영패스성공,공격진영패스성공률(%),중앙지역패스성공,중앙지역패스성공률(%),수비진영패스성공,수비진영패스성공률(%),롱패스성공,롱패스성공률(%),중거리패스성공,중거리패스성공률(%),숏패스성공,숏패스성공률(%),전진패스성공,전진패스성공률(%),횡패스성공,횡패스성공률(%),백패스성공,백패스성공률(%),크로스성공,크로스성공률(%),탈압박,포지션_DF,포지션_FW,포지션_GK,포지션_MF,isWin,번호,선수
94,7.2,0,0,1,1,0,0,1,0,0,3,0,0,0,0.0,1,1,25.0,8,80.0,0,0.0,9,1,2,3,11,0,2,1,0,0,23,96.0,0,0,0.0,0,0,11,100.0,6,85.7,8,100.0,9,100.0,18,94.7,2,100.0,3,100.0,0,0.0,0,1,0,0,0,1,20,박병현
94,6.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,1,20.0,4,66.7,0,0.0,7,3,3,2,1,0,0,2,0,0,64,94.0,0,0,0.0,0,0,25,96.2,9,75.0,29,100.0,26,96.3,31,88.6,28,100.0,5,100.0,0,0.0,0,1,0,0,0,0,23,박지수
94,6.6,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0.0,1,16.7,0,0.0,4,7,2,7,2,0,0,1,0,0,67,91.0,0,1,100.0,0,0,26,89.7,8,66.7,33,94.3,26,96.3,25,78.1,38,100.0,4,100.0,0,0.0,0,1,0,0,0,0,3,하창래
95,7.6,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,1,1,25.0,5,55.6,1,50.0,9,4,4,1,2,0,0,3,0,0,18,78.0,0,0,0.0,0,0,5,71.4,2,33.3,6,100.0,10,90.9,8,66.7,9,90.0,1,100.0,0,0.0,0,1,0,0,0,1,2,김영빈
95,7.6,0,0,0,0,0,0,0,0,0,1,0,5,0,0.0,1,2,100.0,7,53.8,2,100.0,8,5,3,4,6,0,0,0,0,0,35,74.0,0,3,100.0,0,0,10,66.7,2,33.3,15,71.4,18,90.0,16,57.1,14,100.0,5,100.0,0,0.0,0,1,0,0,0,1,23,임창우
69,6.2,0,0,1,0,0,1,0,1,0,2,0,0,0,0.0,0,3,100.0,3,100.0,0,0.0,1,2,3,6,5,0,1,0,0,0,26,74.0,0,2,50.0,0,0,7,77.8,2,40.0,14,77.8,10,83.3,11,61.1,13,92.9,2,66.7,0,0.0,0,1,0,0,0,0,7,김진혁
94,7.8,1,0,1,1,0,0,1,0,0,0,0,11,0,0.0,1,0,0.0,0,0.0,0,0.0,3,2,2,2,2,0,0,1,0,0,33,80.0,1,7,87.5,0,0,11,84.6,1,25.0,14,82.4,18,90.0,11,61.1,9,90.0,13,100.0,2,66.7,1,1,0,0,0,1,95,김문환
94,7.6,1,0,2,1,0,1,1,1,0,2,0,0,0,0.0,1,0,0.0,3,60.0,0,0.0,5,1,1,6,1,0,3,0,0,0,67,91.0,0,0,0.0,0,0,24,92.3,14,73.7,35,97.2,18,94.7,29,82.9,33,97.1,5,100.0,0,0.0,0,1,0,0,0,1,26,홍정호
94,7.0,0,0,2,1,0,1,0,2,0,0,0,5,0,0.0,1,0,0.0,0,0.0,0,0.0,4,4,1,3,0,2,0,2,0,0,23,72.0,1,2,40.0,0,0,8,88.9,0,0.0,12,60.0,11,100.0,4,40.0,6,66.7,13,100.0,1,50.0,2,1,0,0,0,1,23,김진수
94,6.6,0,0,1,0,0,1,1,0,0,1,0,0,0,0.0,0,1,100.0,3,60.0,0,0.0,10,8,1,3,0,0,0,1,0,0,35,88.0,0,0,0.0,0,0,13,76.5,4,80.0,20,90.9,11,84.6,18,81.8,15,93.8,2,100.0,0,0.0,0,1,0,0,0,0,15,고명석
53,6.6,0,0,0,0,0,0,0,0,0,0,2,2,0,0.0,0,1,50.0,0,0.0,0,0.0,0,1,1,3,2,0,0,0,0,0,11,85.0,1,4,100.0,0,0,1,100.0,0,0.0,5,100.0,6,75.0,2,50.0,4,100.0,5,100.0,2,66.7,1,1,0,0,0,0,13,박형진
94,7.6,0,1,1,1,0,0,1,0,0,1,0,0,0,0.0,0,0,0.0,3,100.0,2,50.0,3,4,1,1,6,0,0,1,0,0,24,80.0,1,0,0.0,0,0,10,66.7,5,50.0,7,87.5,12,100.0,14,70.0,8,100.0,2,100.0,0,0.0,0,1,0,0,0,1,26,홍정호
94,6.2,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,1,1,100.0,2,66.7,0,0.0,3,3,1,3,1,1,0,1,0,0,84,98.0,1,6,85.7,0,0,20,100.0,12,92.3,32,100.0,40,97.6,46,97.9,32,97.0,6,100.0,1,50.0,0,1,0,0,0,0,19,김영권
94,6.2,0,0,1,0,0,1,1,0,0,0,0,6,0,0.0,1,0,0.0,0,0.0,0,0.0,3,1,2,6,0,0,0,0,0,0,43,91.0,0,21,95.4,0,0,1,50.0,1,100.0,17,85.0,25,96.2,4,50.0,17,100.0,22,100.0,3,27.3,0,1,0,0,0,0,23,김태환
99,7.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,25.0,2,66.7,0,0.0,3,4,2,7,1,0,0,0,0,0,85,90.0,1,2,100.0,0,0,20,83.3,10,76.9,43,93.5,32,91.4,37,82.2,36,97.3,12,100.0,0,0.0,0,1,0,0,0,1,20,이한범
99,7.0,0,0,0,0,0,0,0,0,1,0,0,10,1,100.0,1,2,40.0,2,50.0,1,50.0,4,1,2,1,2,0,2,1,0,0,44,92.0,1,14,93.3,0,0,2,100.0,2,100.0,12,85.7,30,93.8,12,80.0,21,95.4,11,100.0,0,0.0,0,1,0,0,0,1,17,김진야
99,7.0,0,0,1,0,1,0,0,1,0,2,0,0,0,0.0,1,1,25.0,5,71.4,1,50.0,8,10,0,5,3,0,1,0,0,0,67,96.0,0,0,0.0,0,0,18,94.7,6,85.7,41,97.6,20,95.2,21,87.5,43,100.0,3,100.0,0,0.0,0,1,0,0,0,1,2,황현수
