출전시간,평점,득점,도움,슈팅,유효슈팅,블락된 슈팅,벗어난 슈팅,PA내슈팅,PA외슈팅,오프사이드,프리킥,코너킥,스로인,드리블 성공,드리블 성공률(%),Ishome,경합(지상)성공,경합(지상)성공률(%),경합(공중)성공,경합(공중)성공률(%),태클성공,태클성공률(%),클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장,패스성공,패스성공률(%),키패스,공격진영패스성공,공격진영패스성공률(%),중앙지역패스성공,중앙지역패스성공률(%),수비진영패스성공,수비진영패스성공률(%),롱패스성공,롱패스성공률(%),중거리패스성공,중거리패스성공률(%),숏패스성공,숏패스성공률(%),전진패스성공,전진패스성공률(%),횡패스성공,횡패스성공률(%),백패스성공,백패스성공률(%),크로스성공,크로스성공률(%),탈압박,포지션_DF,포지션_FW,포지션_GK,포지션_MF,isWin,번호,선수
98,8.8,1,1,4,1,1,2,1,3,0,3,4,0,1,100.0,0,4,80.0,3,50.0,1,50.0,0,0,2,1,0,0,1,4,0,0,31,84.0,2,15,75.0,0,0,0,0.0,4,66.7,9,100.0,18,81.8,9,75.0,11,84.6,11,91.7,1,16.7,0,0,1,0,0,1,11,세징야
86,7.4,1,0,2,2,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,1,1,2,1,0,1,0,0,0,9,90.0,0,5,100.0,0,0,1,100.0,1,100.0,0,0.0,8,88.9,1,50.0,5,100.0,3,100.0,1,100.0,0,0,1,0,0,1,17,고재현
47,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2,100.0,0,0.0,0,0.0,0,0,2,3,1,1,0,1,0,0,23,92.0,0,5,83.3,0,0,0,0.0,1,100.0,9,100.0,13,86.7,7,77.8,7,100.0,9,100.0,0,0.0,1,0,1,0,0,0,98,박상혁
96,7.6,2,0,3,2,1,0,3,0,0,0,5,0,2,100.0,1,1,50.0,2,66.7,0,0.0,2,1,1,9,3,1,0,1,0,0,14,64.0,3,6,66.7,0,0,0,0.0,1,50.0,4,80.0,9,60.0,4,50.0,3,75.0,7,70.0,2,18.2,0,0,1,0,0,1,27,정재희
46,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,33.3,0,0.0,0,0,0,0,3,1,0,1,0,0,5,63.0,0,0,0.0,0,0,0,0.0,0,0.0,2,50.0,3,75.0,1,100.0,2,40.0,2,100.0,0,0.0,0,0,1,0,0,0,11,이용재
97,8.0,0,2,6,3,0,3,3,3,1,0,0,0,0,0.0,1,3,50.0,17,73.9,0,0.0,4,0,0,4,1,2,1,1,0,0,11,50.0,3,4,66.7,0,0,0,0.0,0,0.0,2,33.3,9,56.2,2,22.2,6,75.0,3,60.0,0,0.0,0,0,1,0,0,1,9,라스
56,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,2,0,2,0,0,1,0,0,0,21,95.0,0,5,100.0,0,0,1,100.0,1,100.0,4,100.0,16,94.1,7,87.5,7,100.0,7,100.0,1,20.0,0,0,1,0,0,0,30,류승우
96,7.0,1,0,5,3,1,1,4,1,0,1,0,0,0,0.0,0,0,0.0,4,50.0,0,0.0,1,2,0,5,0,1,2,1,1,0,12,52.0,0,4,57.1,0,0,2,66.7,1,50.0,2,40.0,9,56.2,2,16.7,5,83.3,5,100.0,0,0.0,0,0,1,0,0,1,22,안병준
61,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,100.0,0,0.0,0,0.0,0,0,0,0,0,2,3,1,1,0,8,73.0,0,2,100.0,0,0,2,100.0,0,0.0,1,100.0,7,77.8,2,66.7,3,75.0,3,75.0,0,0.0,0,0,1,0,0,0,40,이준석
72,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,33.3,0,0.0,0,0.0,0,0,0,1,0,1,0,0,0,0,7,88.0,0,4,100.0,0,0,0,0.0,0,0.0,0,0.0,7,87.5,2,66.7,1,100.0,4,100.0,0,0.0,0,0,1,0,0,0,37,이지훈
97,8.2,2,0,3,2,0,1,3,0,1,0,0,0,1,100.0,1,3,75.0,12,75.0,0,0.0,1,0,0,1,0,0,2,1,0,0,13,62.0,1,5,71.4,0,0,0,0.0,0,0.0,4,66.7,9,64.3,4,40.0,4,66.7,5,100.0,0,0.0,0,0,1,0,0,1,9,구스타보
97,7.2,0,0,0,0,0,0,0,0,1,0,0,3,1,50.0,1,2,66.7,3,75.0,2,66.7,0,0,0,4,0,0,0,0,0,0,18,90.0,1,9,90.0,0,0,2,66.7,0,0.0,5,100.0,13,86.7,3,60.0,6,100.0,9,100.0,2,33.3,0,0,1,0,0,1,11,바로우
60,6.6,0,0,3,1,0,2,2,1,0,0,0,1,0,0.0,1,1,100.0,1,50.0,1,100.0,1,1,0,4,1,0,0,0,0,0,13,72.0,0,4,66.7,0,0,3,60.0,3,60.0,2,100.0,8,72.7,0,0.0,11,78.6,2,66.7,0,0.0,0,0,1,0,0,0,26,권창훈
26,6.2,0,0,1,1,0,0,1,0,0,0,0,0,1,50.0,1,1,100.0,0,0.0,1,100.0,0,0,2,0,1,0,0,0,0,0,2,100.0,0,1,100.0,0,0,0,0.0,0,0.0,1,100.0,1,100.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0,1,0,0,0,37,추상훈
77,7.4,1,1,2,1,0,1,2,0,0,0,0,0,0,0.0,1,3,75.0,1,25.0,0,0.0,0,0,0,1,0,1,0,0,0,0,12,92.0,3,4,80.0,0,0,0,0.0,1,100.0,2,100.0,9,90.0,2,100.0,6,85.7,4,100.0,0,0.0,0,0,1,0,0,1,63,마틴 아담
79,6.6,0,0,3,0,1,2,1,2,0,2,0,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,2,1,3,0,1,0,0,16,89.0,1,6,100.0,0,0,0,0.0,1,33.3,5,100.0,10,100.0,4,100.0,11,84.6,1,100.0,1,50.0,1,0,1,0,0,0,11,세징야
91,7.2,0,1,2,0,1,1,1,1,1,0,0,0,1,100.0,0,5,100.0,1,33.3,1,100.0,0,1,2,3,1,0,1,1,0,0,12,86.0,1,5,83.3,0,0,0,0.0,0,0.0,2,100.0,10,83.3,2,66.7,6,85.7,4,100.0,0,0.0,2,0,1,0,0,1,11,제르소
94,7.2,0,0,4,1,1,2,1,3,0,0,0,1,0,0.0,0,1,33.3,1,25.0,1,50.0,0,2,0,5,0,0,1,0,1,0,20,87.0,1,10,90.9,0,0,0,0.0,2,100.0,4,100.0,14,82.4,2,50.0,10,90.9,8,100.0,0,0.0,0,0,1,0,0,1,9,레오나르도
94,6.6,0,0,2,1,0,1,1,1,1,0,0,1,0,0.0,1,3,100.0,3,50.0,0,0.0,0,0,2,2,2,1,2,2,0,0,6,60.0,0,2,50.0,0,0,0,0.0,0,0.0,2,50.0,4,66.7,0,0.0,1,33.3,5,100.0,0,0.0,0,0,1,0,0,0,50,박동진
95,7.2,0,0,8,4,0,4,3,5,0,1,0,0,3,100.0,1,5,83.3,3,37.5,0,0.0,0,1,0,3,0,0,0,0,0,0,16,76.0,1,6,60.0,0,0,0,0.0,0,0.0,5,83.3,11,73.3,2,100.0,10,66.7,4,100.0,1,50.0,1,0,1,0,0,1,8,뮬리치
46,6.8,0,0,0,0,0,0,0,0,0,0,3,1,0,0.0,0,1,50.0,0,0.0,0,0.0,1,0,0,2,0,0,0,0,0,0,16,94.0,0,7,87.5,0,0,0,0.0,2,100.0,1,50.0,13,100.0,0,0.0,14,93.3,2,100.0,0,0.0,0,0,1,0,0,0,7,김도혁
95,8.0,1,0,3,2,0,1,2,1,0,0,0,0,0,0.0,1,4,80.0,12,57.1,0,0.0,2,1,3,4,2,1,5,0,0,0,11,46.0,2,1,14.3,0,0,1,50.0,2,100.0,1,16.7,8,50.0,3,37.5,6,42.9,2,100.0,0,0.0,0,0,1,0,0,1,19,제카
46,5.8,0,0,2,1,1,0,1,1,0,1,0,0,1,33.3,0,0,0.0,1,25.0,0,0.0,1,0,0,2,0,0,0,0,0,0,9,69.0,0,4,80.0,0,0,0,0.0,0,0.0,1,33.3,8,88.9,1,33.3,5,71.4,3,100.0,0,0.0,0,0,1,0,0,0,8,뮬리치
62,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,3,30.0,0,0.0,0,1,0,2,0,0,1,1,0,0,9,82.0,0,1,50.0,0,0,1,100.0,0,0.0,2,100.0,7,77.8,2,66.7,2,100.0,5,83.3,0,0.0,0,0,1,0,0,0,18,이정협
83,7.8,1,1,3,2,0,1,3,0,0,0,0,0,0,0.0,0,1,50.0,10,52.6,0,0.0,1,0,0,6,3,0,2,0,0,0,14,58.0,2,5,83.3,0,0,3,75.0,3,75.0,0,0.0,11,55.0,3,33.3,11,84.6,0,0.0,1,50.0,0,0,1,0,0,1,18,오현규
48,6.6,0,0,1,0,0,1,1,0,0,0,0,0,0,0.0,1,1,33.3,0,0.0,0,0.0,0,1,1,1,0,0,1,0,0,0,6,75.0,0,4,100.0,0,0,0,0.0,0,0.0,1,100.0,5,71.4,2,66.7,3,75.0,1,100.0,0,0.0,0,0,1,0,0,0,20,김범수
94,7.4,0,1,5,0,2,3,3,2,0,0,0,0,0,0.0,1,6,75.0,10,58.8,0,0.0,0,0,0,2,1,1,0,0,0,0,13,59.0,1,7,70.0,0,0,1,100.0,0,0.0,1,16.7,12,80.0,4,40.0,3,60.0,6,85.7,0,0.0,0,0,1,0,0,1,9,라스
46,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0,1,100.0,0,0.0,0,0.0,0,0,0,1,0,1,1,1,1,0,2,67.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0,1,0,0,0,90,모세스
96,7.2,1,0,5,2,0,3,4,1,1,0,0,0,0,0.0,0,1,100.0,2,20.0,0,0.0,1,0,0,4,0,0,1,2,0,0,15,75.0,1,6,75.0,0,0,1,50.0,0,0.0,4,80.0,11,73.3,4,44.4,5,100.0,6,100.0,0,0.0,0,0,1,0,0,1,8,뮬리치
47,6.0,0,0,3,0,2,1,2,1,0,0,0,0,0,0.0,1,4,57.1,1,25.0,1,33.3,0,0,2,1,1,3,0,1,0,0,6,60.0,0,5,71.4,0,0,0,0.0,0,0.0,3,75.0,3,50.0,2,50.0,1,100.0,3,60.0,0,0.0,1,0,1,0,0,0,99,이영준
95,6.6,0,0,1,0,0,1,1,0,2,0,0,0,0,0.0,1,0,0.0,0,0.0,1,33.3,1,1,1,7,2,2,0,0,0,0,21,95.0,0,9,100.0,0,0,1,100.0,0,0.0,7,100.0,14,93.3,8,100.0,7,87.5,6,100.0,0,0.0,0,0,1,0,0,0,47,양현준
81,6.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0.0,1,9.1,0,0.0,4,0,0,1,0,0,0,2,0,0,9,69.0,0,2,100.0,0,0,2,100.0,0,0.0,1,100.0,8,72.7,2,50.0,2,100.0,5,71.4,0,0.0,0,0,1,0,0,0,18,이정협
95,8.2,1,2,2,1,0,1,1,1,0,1,0,0,0,0.0,0,2,100.0,1,33.3,0,0.0,0,2,0,9,0,1,0,2,0,0,39,91.0,5,14,82.4,0,0,1,100.0,2,100.0,12,85.7,25,92.6,1,25.0,24,96.0,14,100.0,0,0.0,0,0,1,0,0,1,9,조규성
57,7.6,1,1,3,1,1,1,2,1,1,0,0,0,2,66.7,0,0,0.0,1,33.3,0,0.0,0,1,0,2,1,0,2,0,0,0,13,76.0,1,4,80.0,0,0,2,100.0,0,0.0,4,80.0,9,81.8,0,0.0,7,70.0,6,100.0,0,0.0,1,0,1,0,0,1,19,김경민
95,7.2,0,1,1,0,0,1,1,0,0,0,0,1,0,0.0,0,2,100.0,0,0.0,1,50.0,1,1,0,2,1,1,1,0,0,0,25,83.0,3,15,83.3,0,0,1,50.0,2,66.7,7,70.0,16,94.1,3,100.0,16,80.0,6,85.7,1,100.0,0,0,1,0,0,1,28,김지현
82,7.4,1,0,3,1,0,2,2,1,0,0,0,0,2,66.7,0,6,66.7,2,66.7,0,0.0,0,2,2,1,2,3,1,1,0,0,25,86.0,2,12,100.0,0,0,1,100.0,1,100.0,8,88.9,16,84.2,9,81.8,7,77.8,9,100.0,0,0.0,0,0,1,0,0,1,9,서진수
58,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,60.0,0,0.0,0,0.0,0,1,3,1,0,0,1,1,0,0,9,90.0,0,2,100.0,0,0,1,100.0,0,0.0,3,100.0,6,85.7,0,0.0,1,50.0,8,100.0,0,0.0,0,0,1,0,0,0,25,강재우
95,6.8,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0,1,2,50.0,2,40.0,1,100.0,1,1,0,1,0,0,2,0,0,0,11,69.0,0,2,66.7,0,0,2,66.7,2,100.0,2,66.7,7,63.6,6,60.0,1,50.0,4,100.0,0,0.0,1,0,1,0,0,1,9,레오나르도
81,6.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,1,50.0,0,0.0,1,25.0,0,0,4,7,2,0,1,0,0,0,21,81.0,0,3,75.0,0,0,4,80.0,4,80.0,5,83.3,12,80.0,11,78.6,4,66.7,6,100.0,0,0.0,0,0,1,0,0,0,10,라마스
84,8.2,2,0,3,2,0,1,3,0,0,0,0,0,1,100.0,0,2,66.7,1,25.0,2,66.7,1,1,0,7,3,1,0,1,0,0,15,71.0,1,6,54.6,0,0,1,100.0,4,66.7,0,0.0,11,78.6,0,0.0,10,66.7,5,83.3,0,0.0,1,0,1,0,0,1,47,양현준
94,7.8,0,0,0,0,0,0,0,0,0,2,6,0,1,100.0,0,0,0.0,1,50.0,0,0.0,1,1,0,6,3,1,2,0,0,0,23,79.0,3,15,83.3,0,0,3,75.0,0,0.0,9,100.0,14,73.7,1,50.0,14,82.4,8,80.0,4,33.3,0,0,1,0,0,1,17,김대원
73,6.4,0,0,3,0,2,1,2,1,0,0,0,0,1,50.0,1,1,50.0,8,61.5,0,0.0,1,1,0,6,1,3,1,0,0,0,23,70.0,1,8,66.7,0,0,0,0.0,0,0.0,4,100.0,19,65.5,1,14.3,11,78.6,11,91.7,0,0.0,0,0,1,0,0,0,13,김민혁
87,7.8,2,0,3,3,0,0,3,0,0,0,0,0,1,50.0,0,3,60.0,1,20.0,1,50.0,1,0,0,2,3,1,4,1,0,0,10,100.0,0,4,100.0,0,0,0,0.0,0,0.0,0,0.0,10,100.0,3,100.0,3,100.0,4,100.0,0,0.0,0,0,1,0,0,1,9,레오나르도
95,7.2,0,0,1,0,1,0,0,1,0,1,0,0,1,50.0,0,4,50.0,0,0.0,1,20.0,1,2,1,3,2,0,0,1,0,0,37,84.0,2,15,88.2,0,0,3,100.0,3,100.0,7,77.8,27,84.4,10,71.4,9,75.0,18,100.0,0,0.0,2,0,1,0,0,1,10,바코
47,5.8,0,0,1,0,1,0,1,0,0,0,0,0,1,100.0,1,1,33.3,3,37.5,0,0.0,1,1,1,0,1,0,2,0,1,0,3,50.0,0,2,50.0,0,0,0,0.0,0,0.0,0,0.0,3,75.0,0,0.0,0,0.0,3,75.0,0,0.0,0,0,1,0,0,0,16,박경배
89,7.8,1,0,4,3,0,1,4,0,0,0,0,0,2,66.7,1,4,80.0,6,46.2,0,0.0,3,2,1,6,1,2,1,0,0,0,14,64.0,2,8,53.3,0,0,0,0.0,0,0.0,2,50.0,12,66.7,5,83.3,5,45.4,4,80.0,0,0.0,0,0,1,0,0,1,9,라스
19,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,1,1,0,0,1,0,0,1,0,0,6,100.0,0,1,100.0,0,0,2,100.0,0,0.0,1,100.0,5,100.0,2,100.0,2,100.0,2,100.0,0,0.0,0,0,1,0,0,0,30,심동운
99,7.0,1,0,6,3,1,2,4,2,1,0,0,0,0,0.0,1,0,0.0,3,42.9,0,0.0,1,2,0,2,0,1,1,0,0,0,11,65.0,1,9,81.8,0,0,0,0.0,1,100.0,2,50.0,8,66.7,3,37.5,4,100.0,4,80.0,0,0.0,0,0,1,0,0,1,9,무고사
99,6.8,0,0,2,0,1,1,0,2,0,1,5,1,0,0.0,1,4,80.0,3,60.0,2,50.0,3,3,1,4,5,1,4,1,0,0,32,78.0,3,16,80.0,0,0,3,75.0,2,66.7,9,81.8,21,77.8,5,41.7,13,86.7,14,100.0,2,22.2,0,0,1,0,0,1,7,김도혁
12,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,100.0,1,33.3,0,0.0,0,0,0,0,0,0,1,1,0,1,1,50.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0,1,0,0,0,9,김건희
46,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,100.0,1,50.0,0,0.0,0,0,2,1,0,1,1,0,0,0,15,88.0,0,6,85.7,0,0,0,0.0,0,0.0,4,80.0,11,91.7,2,100.0,5,83.3,8,88.9,0,0.0,0,0,1,0,0,0,4,서민우
80,6.0,0,0,1,0,0,1,0,1,0,4,8,0,1,100.0,0,1,100.0,0,0.0,0,0.0,0,2,0,3,0,1,0,1,0,0,22,92.0,1,14,100.0,0,0,1,50.0,0,0.0,6,100.0,16,88.9,5,71.4,10,100.0,7,100.0,2,14.3,0,0,1,0,0,0,17,김대원
99,7.6,2,0,7,4,1,2,5,2,2,1,0,0,0,0.0,1,2,33.3,2,40.0,2,100.0,2,0,1,7,0,1,0,4,1,0,14,56.0,4,4,50.0,0,0,2,50.0,0,0.0,3,100.0,11,52.4,4,50.0,6,50.0,4,80.0,1,100.0,0,0,1,0,0,1,98,에르난데스
71,7.4,1,0,4,2,0,2,3,1,0,0,0,0,0,0.0,1,1,33.3,0,0.0,0,0.0,0,1,0,0,0,0,0,2,0,0,6,75.0,0,1,100.0,0,0,2,100.0,0,0.0,3,75.0,3,75.0,1,33.3,2,100.0,3,100.0,0,0.0,0,0,1,0,0,1,19,송시우
99,7.2,0,1,2,0,1,1,2,0,2,0,0,1,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0,1,3,1,0,1,1,0,0,12,75.0,3,6,85.7,0,0,3,100.0,2,66.7,7,87.5,3,60.0,0,0.0,11,78.6,1,100.0,0,0.0,0,0,1,0,0,1,27,김보섭
67,6.8,0,0,0,0,0,0,0,0,3,0,0,1,0,0.0,0,1,100.0,5,41.7,0,0.0,0,0,0,0,0,0,0,0,0,0,9,90.0,0,5,83.3,0,0,0,0.0,0,0.0,3,75.0,6,100.0,0,0.0,5,83.3,4,100.0,0,0.0,0,0,1,0,0,0,9,구스타보
95,7.2,0,0,0,0,0,0,0,0,0,0,0,5,1,50.0,0,0,0.0,2,100.0,0,0.0,3,1,1,4,2,0,1,1,0,0,19,79.0,2,9,100.0,0,0,3,37.5,0,0.0,3,60.0,16,94.1,7,63.6,6,85.7,6,100.0,2,50.0,0,0,1,0,0,1,33,김성민
63,6.8,0,0,1,0,0,1,0,1,0,0,0,0,0,0.0,1,3,100.0,2,40.0,0,0.0,0,1,1,2,2,1,0,1,0,0,14,88.0,1,8,88.9,0,0,0,0.0,0,0.0,1,50.0,13,92.9,3,100.0,3,75.0,8,88.9,0,0.0,1,0,1,0,0,0,28,김지현
69,6.8,0,0,2,0,0,2,2,0,0,0,0,0,0,0.0,1,0,0.0,2,66.7,0,0.0,3,3,1,2,3,0,2,2,0,0,17,89.0,1,9,100.0,0,0,0,0.0,0,0.0,3,100.0,14,87.5,5,100.0,5,71.4,7,100.0,0,0.0,0,0,1,0,0,0,14,김한길
96,7.4,1,0,1,1,0,0,1,0,0,0,0,0,0,0.0,1,1,100.0,6,66.7,0,0.0,4,1,3,2,1,0,2,1,0,0,21,72.0,2,6,75.0,0,0,1,100.0,0,0.0,3,100.0,18,75.0,8,66.7,6,85.7,7,70.0,0,0.0,0,0,1,0,0,1,7,김현
73,8.2,2,0,4,3,0,1,4,0,1,0,0,1,0,0.0,0,1,20.0,1,33.3,1,25.0,0,1,1,6,0,0,1,1,0,0,15,83.0,2,2,66.7,0,0,2,100.0,1,50.0,6,100.0,8,80.0,5,71.4,3,100.0,7,87.5,1,100.0,2,0,1,0,0,1,10,조나탄 링
81,8.0,0,2,1,0,0,1,1,0,1,0,0,1,0,0.0,0,1,25.0,1,12.5,0,0.0,1,0,0,2,0,0,0,2,0,0,12,63.0,3,4,57.1,0,0,0,0.0,1,100.0,1,50.0,10,62.5,2,33.3,5,71.4,5,83.3,1,100.0,0,0,1,0,0,1,18,주민규
73,7.4,0,0,2,1,0,1,2,0,1,0,0,0,2,100.0,0,2,50.0,1,100.0,1,100.0,1,1,0,3,1,1,0,0,0,0,13,65.0,1,6,54.6,0,0,2,100.0,0,0.0,4,66.7,9,64.3,3,50.0,6,66.7,4,80.0,1,25.0,1,0,1,0,0,1,11,제르소
95,9.0,3,0,3,3,0,0,3,0,0,0,0,0,0,0.0,1,3,60.0,2,33.3,0,0.0,0,1,0,2,2,0,0,1,0,0,13,87.0,1,8,100.0,0,0,1,100.0,0,0.0,4,80.0,9,90.0,0,0.0,7,100.0,6,75.0,0,0.0,2,0,1,0,0,1,18,주민규
85,7.4,0,0,5,1,4,0,4,1,0,0,0,0,2,100.0,1,0,0.0,0,0.0,0,0.0,1,0,2,6,4,0,1,3,0,0,13,87.0,0,7,77.8,0,0,2,100.0,0,0.0,3,75.0,10,90.9,2,50.0,4,100.0,7,100.0,0,0.0,2,0,1,0,0,1,11,제르소
65,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,60.0,0,0.0,0,0.0,1,1,0,4,1,2,0,2,0,0,25,78.0,0,12,75.0,0,0,3,100.0,0,0.0,9,90.0,16,72.7,9,75.0,11,91.7,5,62.5,1,100.0,0,0,1,0,0,0,26,권창훈
88,6.6,0,0,4,1,3,0,3,1,0,0,3,2,0,0.0,0,1,16.7,0,0.0,2,66.7,1,2,5,13,1,2,0,0,0,0,47,82.0,0,16,69.6,0,0,4,80.0,3,100.0,18,85.7,26,78.8,11,61.1,21,87.5,15,100.0,0,0.0,1,0,1,0,0,0,7,고승범
79,7.0,0,0,2,2,0,0,1,1,1,0,0,0,0,0.0,1,2,50.0,8,72.7,0,0.0,3,0,0,2,0,0,2,0,1,0,10,45.0,1,3,25.0,0,0,0,0.0,1,50.0,2,40.0,7,46.7,1,20.0,5,38.5,4,100.0,0,0.0,0,0,1,0,0,1,7,김현
61,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,50.0,0,0.0,0,0.0,0,0,0,1,1,1,1,0,0,0,10,83.0,0,5,83.3,0,0,0,0.0,1,100.0,5,83.3,4,80.0,0,0.0,5,71.4,5,100.0,1,50.0,1,0,1,0,0,0,37,이지훈
100,7.8,1,0,3,1,1,1,3,0,3,0,0,0,0,0.0,0,2,33.3,4,44.4,0,0.0,0,0,0,7,1,1,1,2,0,0,12,63.0,0,4,57.1,0,0,0,0.0,1,33.3,4,80.0,7,63.6,2,28.6,5,71.4,5,100.0,0,0.0,0,0,1,0,0,1,18,오현규
72,6.6,0,0,1,1,0,0,1,0,0,0,0,0,0,0.0,0,5,50.0,4,33.3,2,66.7,2,0,2,4,0,0,0,4,0,0,9,60.0,0,4,100.0,0,0,0,0.0,0,0.0,3,50.0,6,66.7,0,0.0,5,71.4,4,100.0,0,0.0,1,0,1,0,0,0,13,김민혁
96,6.6,0,0,1,0,1,0,0,1,1,1,0,1,0,0.0,0,0,0.0,1,100.0,0,0.0,0,2,2,4,1,2,1,0,0,0,11,65.0,0,2,40.0,0,0,5,71.4,1,50.0,5,71.4,5,62.5,3,60.0,7,70.0,1,50.0,0,0.0,0,0,1,0,0,0,66,박수일
72,6.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,1,1,1,0,1,0,0,0,4,57.0,1,2,100.0,0,0,1,50.0,0,0.0,0,0.0,4,80.0,0,0.0,3,75.0,1,100.0,0,0.0,0,0,1,0,0,0,30,심동운
69,7.4,1,0,2,1,0,1,1,1,0,0,0,0,0,0.0,0,1,25.0,4,57.1,0,0.0,1,0,0,1,1,1,0,1,0,0,12,75.0,2,6,66.7,0,0,1,100.0,3,100.0,4,80.0,5,62.5,2,50.0,9,81.8,1,100.0,1,100.0,0,0,1,0,0,1,21,송민규
98,6.4,0,0,1,0,0,1,1,0,2,0,0,0,0,0.0,1,5,100.0,8,36.4,0,0.0,1,1,0,2,0,0,1,1,1,0,16,80.0,0,8,80.0,0,0,0,0.0,1,100.0,2,66.7,13,81.2,3,50.0,8,88.9,5,100.0,0,0.0,0,0,1,0,0,0,7,김현
85,7.2,0,0,4,1,0,3,2,2,0,0,0,0,3,100.0,1,3,75.0,1,9.1,0,0.0,0,2,0,2,0,0,1,2,1,0,12,67.0,0,1,20.0,0,0,0,0.0,1,100.0,2,66.7,9,64.3,1,50.0,4,57.1,7,77.8,0,0.0,0,0,1,0,0,1,7,김도혁
97,7.2,0,0,1,0,0,1,1,0,0,0,0,0,0,0.0,1,2,66.7,7,70.0,0,0.0,0,0,0,3,0,0,1,0,0,0,13,68.0,2,2,33.3,0,0,0,0.0,0,0.0,1,25.0,12,80.0,3,37.5,3,75.0,7,100.0,0,0.0,0,0,1,0,0,1,9,무고사
85,7.2,0,0,0,0,0,0,0,0,0,3,3,1,0,0.0,1,3,75.0,2,50.0,0,0.0,0,6,0,4,1,1,1,4,0,0,32,78.0,2,4,80.0,0,0,3,75.0,5,62.5,7,87.5,20,80.0,9,52.9,13,92.9,10,100.0,1,25.0,0,0,1,0,0,1,10,아길라르
59,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,75.0,0,0.0,1,100.0,1,0,3,1,1,1,2,1,0,0,5,63.0,0,2,50.0,0,0,1,50.0,0,0.0,1,50.0,4,66.7,1,33.3,3,75.0,1,100.0,0,0.0,0,0,1,0,0,0,25,강재우
94,8.6,2,0,6,6,0,0,4,2,1,0,0,0,0,0.0,1,3,50.0,1,14.3,0,0.0,0,1,0,4,1,3,0,2,0,0,16,80.0,0,6,66.7,0,0,1,100.0,1,100.0,2,50.0,13,86.7,3,75.0,6,85.7,7,77.8,0,0.0,0,0,1,0,0,1,9,조규성
76,7.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1,1,100.0,0,0.0,0,0.0,0,1,0,6,1,1,0,1,0,0,27,79.0,1,10,90.9,0,0,3,37.5,0,0.0,6,85.7,21,84.0,5,71.4,7,63.6,15,93.8,1,100.0,0,0,1,0,0,1,26,권창훈
46,5.6,0,0,1,1,0,0,1,0,0,0,1,1,0,0.0,0,0,0.0,1,50.0,1,33.3,0,2,1,4,1,0,0,0,0,0,25,86.0,0,7,70.0,0,0,4,100.0,1,100.0,11,78.6,13,92.9,3,60.0,8,80.0,14,100.0,0,0.0,0,0,1,0,0,0,29,강성진
47,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,100.0,0,0.0,0,0,0,0,1,2,2,0,1,0,6,86.0,0,2,100.0,0,0,1,100.0,0,0.0,1,100.0,5,83.3,0,0.0,2,66.7,4,100.0,0,0.0,0,0,1,0,0,0,8,허용준
90,6.2,0,0,2,2,0,0,2,0,0,0,0,0,0,0.0,0,1,16.7,6,37.5,0,0.0,1,1,2,9,1,1,0,0,0,0,15,63.0,1,3,33.3,0,0,1,50.0,1,100.0,3,75.0,11,57.9,6,54.6,3,42.9,6,100.0,0,0.0,0,0,1,0,0,0,9,라스
